id,month,seendate,title,domain,sourcecountry,relevant,sentiment,theme
1132,2022-08,20220827T000000Z,CDC Cautiously Optimistic That Monkeypox Outbreak Might Be Slowing as Cases Fall in Major Cities,nbcdfw.com,United States,no,neutral,other
1133,2022-08,20220827T001500Z,Racial disparities return in monkeypox vaccine campaign,mdjonline.com,United States,no,neutral,other
1134,2022-08,20220827T011500Z,"Ivrnet Inc .: Ivrnet Announces Financial Results for Six - Months Ended June 30 , 2022 and Provides Update on Trading Halt",finanznachrichten.de,Germany,no,neutral,other
1135,2022-08,20220827T020000Z,Charting How Fast Cloud Use Has Grown in Government,govtech.com,United States,no,neutral,other
1136,2022-08,20220827T023000Z,"Dell Stock Retreats On Weaker Sales , Falls Into Value Terrirtory",valuewalk.com,United States,no,neutral,other
1137,2022-08,20220827T030000Z,"IT News Online - Ivrnet Announces Financial Results for Six - Months Ended June 30 , 2022 and Provides Update on Trading Halt",itnewsonline.com,United States,no,neutral,other
1138,2022-08,20220827T043000Z,China telecom sector sees stable growth in Jan .- July,bignewsnetwork.com,United States,no,neutral,other
1139,2022-08,20220827T074500Z,DigitalBridge Group ( DBRG ) is Ave Maria New Addition,insidermonkey.com,United States,no,neutral,other
1140,2022-08,20220827T100000Z,What Are Managed Services in IT ? ,goodmenproject.com,United States,no,neutral,other
1141,2022-08,20220827T110000Z,"Chesterfield , Henrico , 2 other Va . localities vie for semiconductor chip sites",starexponent.com,United States,no,neutral,other
1142,2022-08,20220827T113000Z,3 Stocks That Are Screaming Buys Right Now,investorplace.com,United States,no,neutral,other
1143,2022-08,20220827T114500Z,2 Mega - Growth Stocks That Billionaires Cant Stop Buying,fool.com,United States,no,neutral,other
1144,2022-08,20220827T123000Z,"Dell Stock Retreats On Weaker Sales , Falls Into Value Terrir ... ",menafn.com,Qatar,no,neutral,other
1145,2022-08,20220827T123000Z,2 Industrial Stocks to Buy Before the Bear Market Is Over,fool.com,United States,no,neutral,other
1146,2022-08,20220827T134500Z,Billionaire Investor Says  Buy REITs  ,seekingalpha.com,United States,no,neutral,other
1147,2022-08,20220827T154500Z,2021 Gold & Silver Shovel Awards Recognize State and Local Economic Development Efforts,areadevelopment.com,United States,no,neutral,other
1148,2022-08,20220827T170000Z,Warrenton boundary adjustment process delayed after tweaks to Fauquier Supervisors resolution,rappnews.com,United States,no,neutral,other
1149,2022-08,20220827T184500Z,Looking for Tech Stocks ? These 3 Are Great Buys,fool.com,United States,no,neutral,other
1150,2022-08,20220827T204500Z,USD 20 . 57 billion in Telecom Market Size In Middle East due to Continuous Technology Enhancements,finance.yahoo.com,United States,no,neutral,other
1151,2022-08,20220827T210000Z,Utah Startup Making Treasure Map For Geothermal Energy,rigzone.com,United States,no,neutral,other
1152,2022-08,20220828T000000Z,PCI Express 4 . 0 PHY IP Core,design-reuse.com,China,no,neutral,other
1153,2022-08,20220828T001500Z,Alphawave IP Acquisition of OpenFive Approved by All Regulators – Padovanews,padovanews.it,Italy,no,neutral,other
1154,2022-08,20220828T013000Z,"Houses are going for at least double the asking price in these metros , according to data",msn.com,United States,no,neutral,other
1155,2022-08,20220828T054500Z,Bali can become location for genomic data research center : Minister,en.antaranews.com,Indonesia,no,neutral,other
1156,2022-08,20220828T080000Z,Fire hits SSS central office,sunstar.com.ph,Philippines,no,neutral,other
1157,2022-08,20220828T083000Z,"Adani Group firm plans to build 1 , 000 - MW data centres in 10 years",business-standard.com,India,yes,positive,investment_buildout
1158,2022-08,20220828T101500Z,Agencies approve Greenwood Solar site plan ; Culpeper planners hold off,starexponent.com,United States,no,neutral,other
1159,2022-08,20220828T160000Z,3 Tech Stocks With More Potential Than Any Cryptocurrency,fool.com,United States,no,neutral,other
1160,2022-08,20220828T160000Z,3 Ultra - Growth Stocks That Simply Cannot Be Stopped,fool.com,United States,no,neutral,other
1161,2022-08,20220828T180000Z,IT GEEK TO ME : Weather app woes - Odessa American,oaoa.com,United States,no,neutral,other
1162,2022-08,20220828T190000Z,Fire hits SSS main building,philstar.com,Philippines,no,neutral,other
1163,2022-08,20220828T201500Z,Nutanix Named A 2022 Gartner Peer Insights Customer Choice ... ,menafn.com,Qatar,no,neutral,other
1164,2022-08,20220828T231500Z,"The Global Power Optimizer Market size is expected to reach $5 . 2 billion by 2028 , rising at a market growth of 10 . 4 % CAGR during the forecast period",ca.finance.yahoo.com,United States,no,neutral,other
1165,2022-08,20220828T234500Z,"Adani Group plans to build 1 , 000 - MW data centres in 10 years - Jammu Kashmir Latest News | Tourism",dailyexcelsior.com,India,yes,positive,investment_buildout
1166,2022-08,20220829T000000Z,Controversy in Kuna : Meta data center draws mixed response,ktvb.com,United States,yes,neutral,community_opposition
1167,2022-08,20220829T003000Z,"NextDC Beats FY Earnings Guidance , Signals More to Come -- Update",marketwatch.com,United States,no,neutral,other
1168,2022-08,20220829T004500Z,stc launches first high - speed submarine cable in Red Sea,arabnews.com,Saudi Arabia,no,neutral,other
1169,2022-08,20220829T011500Z,Indian services giants fight over moonlighting employees,theregister.com,,no,neutral,other
1170,2022-08,20220829T053000Z,"Transparency Market Research : Wide Band Gap Semiconductors Market to Attract Value of US$ 9 . 5 Billion by 2031 , States TMR Study",finanznachrichten.de,Germany,no,neutral,other
1171,2022-08,20220829T063000Z,Semtech sampling CopperEdge 400G / 800G data centre interconnects,electronicsweekly.com,United Kingdom,yes,positive,tech_operations
1172,2022-08,20220829T093000Z,Government designs Nongsa Digital Park to develop digital economy,en.antaranews.com,Indonesia,no,neutral,other
1173,2022-08,20220829T100000Z,Four Camarines Sur lawmakers push for OK of  Bangko sa Baryo Act  – Manila Bulletin,mb.com.ph,Philippines,no,neutral,other
1174,2022-08,20220829T111500Z,Katalyst Continues Worldwide Growth by Acquiring Geopost Energy,streetinsider.com,United States,no,neutral,other
1175,2022-08,20220829T113000Z,1 Green Flag and 1 Red Flag for Nvidia After a Tough Earnings Report,fool.com,United States,no,neutral,other
1176,2022-08,20220829T131500Z,"Social Tech , Super App Innovator Bebuzee , Inc . ( OTC : ENGA ) Furthers Global Expansion with Launch of Fully Operational Data Centers in Amsterdam , Netherlands , and Frankfurt , Germany",finance.yahoo.com,United States,yes,positive,investment_buildout
1177,2022-08,20220829T133000Z,iDEAL Semiconductor Devices to expand Lehigh Valley facility - Pennsylvania Business Report,pennbizreport.com,,no,neutral,other
1178,2022-08,20220829T140000Z,"MDC Welcomes Hurricane Electric Global Network to McAllen , Texas Data Center",apnews.com,United States,yes,positive,investment_buildout
1179,2022-08,20220829T143000Z,Accelerating the Modern Data Center – Gear Up for AI - High - Performance Computing News Analysis,insidehpc.com,United States,yes,positive,tech_operations
1180,2022-08,20220829T144500Z,Semiconductor IP Market Size To Reach USD 12 . 3 Billion at a CAGR of 10 . 20 % by 2030 - Report by Market Research Future ( MRFR ) ,forextv.com,United States,no,neutral,other
1181,2022-08,20220829T144500Z,Semico Research Concludes proteanTecs Deep Data Analytics Gives SoC Manufacturers a Six - Month Time - to - Market Advantage with Significant Savings,prnewswire.com,United States,no,neutral,other
1182,2022-08,20220829T144500Z,Waferscale startup says it can stitch chips with light,theregister.com,,no,neutral,other
1183,2022-08,20220829T150000Z,Why Nvidia Didnt Really Have a Bad Quarter,fool.com,United States,no,neutral,other
1184,2022-08,20220829T150000Z,High Density Packaging User Group Announces Advanced Micro Devices ( AMD ) Membership,prweb.com,United States,no,neutral,other
1185,2022-08,20220829T151500Z,AMD and Nvidia GPUs could soon have their prices slashed,techradar.com,United Kingdom,no,neutral,other
1186,2022-08,20220829T160000Z,Thirsty for data storage knowledge ? Fill up here . ,theregister.com,,no,neutral,other
1187,2022-08,20220829T161500Z,Meet national powerhouse SmithGroup : Your Next Employer ? ,archinect.com,United States,no,neutral,other
1188,2022-08,20220829T161500Z,Still growing Armenian mining operator increases power plant capacity,cointelegraph.com,China,no,neutral,other
1189,2022-08,20220829T161500Z,Cologix Expanding Data Center Campus in the Columbus,globenewswire.com,United States,yes,positive,investment_buildout
1190,2022-08,20220829T170000Z,"National Institutes of Health Awards Arkansas Children Research Institute , Children Hospital of Philadelphia $9 . 7 Million for Antifungal Therapy Study",prnewswire.com,United States,no,neutral,other
1191,2022-08,20220829T181500Z,"Arm chips gaining in data centers , but still in single digits | Data Center Knowledge | News and analysis for the data center industry",datacenterknowledge.com,United States,yes,neutral,tech_operations
1192,2022-08,20220829T183000Z,Microsoft launches Arm - based Azure VMs powered by Ampere chips,news.yahoo.com,United States,no,neutral,other
1193,2022-08,20220829T200000Z,$9 . 7M Awarded for Antifungal Study Co - Led by Arkansas Children ,arkansasbusiness.com,United States,no,neutral,other
1194,2022-08,20220829T200000Z,$4 million Comcast expansion brings internet to Northern Utah,utahbusiness.com,United States,no,neutral,other
1195,2022-08,20220829T204500Z,"APPLIED BLOCKCHAIN , INC . – 10 - K – Management Discussion and Analysis of Financial Condition and Results of Operations",insurancenewsnet.com,United States,no,neutral,other
1196,2022-08,20220829T210000Z,Self - driving cars : A future with autonomous vehicles is not far away,usatoday.com,United States,no,neutral,other
1197,2022-08,20220829T223000Z,"Navitas Pure - Play , Next - Gen Semi Growth Highlighted at",globenewswire.com,United States,no,neutral,other
1198,2022-08,20220829T224500Z,Marvell Technology Slides on Weaker - Than - Expected Sales Forecast,datacenterknowledge.com,United States,no,neutral,other
1199,2022-08,20220829T230000Z,Effectively Managing and Securing Assets in A Hybrid IT Environment,networkcomputing.com,United States,no,neutral,other
1200,2022-08,20220830T000000Z,Protestors chant outside Amazon Web Services Data Center,wusa9.com,United States,yes,negative,community_opposition
1201,2022-09,20220904T000000Z,Noise from a neighborhood cryptocurrency mine : Like  a jet engine  ,finans.dk,Denmark,yes,negative,environment_water
1202,2022-09,20220904T060000Z,"samsung : Slimmer hinge is key to Samsung foldable success : Top executive , Telecom News , ET Telecom",telecom.economictimes.indiatimes.com,India,no,neutral,other
1203,2022-09,20220904T060000Z,Alpha and Omega Semiconductor ( NASDAQ : AOSL ) Shares Gap Up to $36 . 01,etfdailynews.com,United States,no,neutral,other
1204,2022-09,20220904T073000Z,"Cloud Providers Target Middle East : AWS Adds Region in the United Arab Emirates , Microsoft in Qatar",infoq.com,United States,yes,positive,investment_buildout
1205,2022-09,20220904T123000Z,2 Growth Stocks Billionaire Hedge Fund Managers Are Buying in a Bear Market,fool.com,United States,no,neutral,other
1206,2022-09,20220904T154500Z,"cyrus mistry : Former Tata Sons head Cyrus Mistry dies in car crash near Mumbai , Telecom News , ET Telecom",telecom.economictimes.indiatimes.com,India,no,neutral,other
1207,2022-09,20220904T154500Z,"google pixel buds pro : Google Pixel Buds Pro to make it easier to change ANC with new update , Telecom News , ET Telecom",telecom.economictimes.indiatimes.com,India,no,neutral,other
1208,2022-09,20220904T154500Z,Wall Street Top Analysts Pick These Stocks as Safe Bets Right Now,nbcchicago.com,United States,no,neutral,other
1209,2022-09,20220904T174500Z,Cloud Adoption for HPC : Trends and Opportunities - High - Performance Computing News Analysis,insidehpc.com,United States,no,neutral,other
1210,2022-09,20220904T194500Z,GAC given excellence award by Microsoft,gulf-times.com,Qatar,no,neutral,other
1211,2022-09,20220904T223000Z,Leading tech professionals to virtually discuss cloud solutions and sustainable data centres in Qatar,finanznachrichten.de,Germany,yes,positive,environment_water
1212,2022-09,20220905T023000Z,China orders tech companies to ID users who spread fake news,theregister.com,,no,neutral,other
1213,2022-09,20220905T051500Z,"Commercial HVAC Market Size to Grow by USD 22 . 09 billion , Carrier Global Corp . and Daikin Industries Ltd . Among Key Vendors",prnewswire.com,United States,no,neutral,other
1214,2022-09,20220905T054500Z,Three SK Group units work with Petronas subsidiary to cooperate in clean energy business,ajudaily.com,,no,neutral,other
1215,2022-09,20220905T061500Z,"microsoft corp : Software superpower India to join world data capitals : Microsoft Corp president Brad Smith , Telecom News , ET Telecom",telecom.economictimes.indiatimes.com,India,yes,positive,investment_buildout
1216,2022-09,20220905T061500Z,"tata digital : Tata Digital tweaking Neu after complaints of glitches , Telecom News , ET Telecom",telecom.economictimes.indiatimes.com,India,no,neutral,other
1217,2022-09,20220905T061500Z,"croma : Tatas infuse Rs 500 crore into Croma owner to expand ops , Telecom News , ET Telecom",telecom.economictimes.indiatimes.com,India,no,neutral,other
1218,2022-09,20220905T063000Z,14 hot products from VMware Explore 2022,crn.com.au,Australia,no,neutral,other
1219,2022-09,20220905T064500Z,Result of PeduliLindungi development brings trust from the G20,en.antaranews.com,Indonesia,no,neutral,other
1220,2022-09,20220905T071500Z,What Is Web Hosting and How Does It Work : Learn Through Hostinger Web Hosting Services,techtimes.com,United States,no,neutral,other
1221,2022-09,20220905T083000Z,NetApp and VMware powers the multi - cloud era,itp.net,United Arab Emirates,no,neutral,other
1222,2022-09,20220905T084500Z,"Keysight Technologies , Inc . ( NYSE : KEYS ) Given Average Recommendation of  Moderate Buy  by Brokerages",etfdailynews.com,United States,no,neutral,other
1223,2022-09,20220905T094500Z,Delta Electronics Wins 2022 AUSTRALIA - TAIWAN Business Partnership Award from ANZCham Taipei,markets.businessinsider.com,United States,no,neutral,other
1224,2022-09,20220905T101500Z,AMD Pensando DPUs speed data centres with VMware vSphere 8,it-online.co.za,South Africa,yes,positive,tech_operations
1225,2022-09,20220905T101500Z,Cloud Computing on the Court ! – Sify,sify.com,India,no,neutral,other
1226,2022-09,20220905T103000Z,CATL Partners With Leading Solar PV Inverter Firm Sungrow,pandaily.com,,no,neutral,other
1227,2022-09,20220905T103000Z,The cloud is coming for your mainframes,infoworld.com,United States,no,neutral,other
1228,2022-09,20220905T110000Z,How to accelerate memory bandwidth by 50 % with ZeroPoint technology,design-reuse.com,China,no,neutral,other
1229,2022-09,20220905T120000Z,Liguria Digitale data center in Genoa inaugurated after two years of renovations,datacenterdynamics.com,United States,yes,positive,investment_buildout
1230,2022-09,20220905T124500Z,"With 7 . 8 % CAGR , Machine Vision Market Worth USD 14 . 18 Billio ... ",menafn.com,Qatar,no,neutral,other
1231,2022-09,20220905T130000Z,Big Data in Healthcare Market Size Worth USD 81 . 3 Billion by 2030 at 18 . 2 % CAGR - Report by Market Research Future ( MRFR ) ,forextv.com,United States,no,neutral,other
1232,2022-09,20220905T131500Z,"iMasons Expand into LATAM , Building Momentum for Climate Accord | Data Center Knowledge | News and analysis for the data center industry",datacenterknowledge.com,United States,yes,positive,environment_water
1233,2022-09,20220905T143000Z,"Rising Contract Pricing Offsets Falling Demand , Total 2Q22 NAND Flash Revenue Increases 1 . 1 % QoQ",ein.iconnect007.com,United States,no,neutral,other
1234,2022-09,20220905T150000Z,The rise of Green Data Centers – Sify,sify.com,India,yes,positive,environment_water
1235,2022-09,20220905T160000Z,"India Australia : Australian and Indian commercial space links take flight , Telecom News , ET Telecom",telecom.economictimes.indiatimes.com,India,no,neutral,other
1236,2022-09,20220905T160000Z,"myanmar : Qatar Ooredoo to sell Myanmar unit to Singapore firm , Telecom News , ET Telecom",telecom.economictimes.indiatimes.com,India,no,neutral,other
1237,2022-09,20220905T160000Z,"TikTok hacked : TikTok hacked , over 2 bn user database records stolen : Security researchers , Telecom News , ET Telecom",telecom.economictimes.indiatimes.com,India,no,neutral,other
1238,2022-09,20220905T161500Z,Analysts Turn Cautious on Nvidia Stock amid Slowing Economy,economywatch.com,China,no,neutral,other
1239,2022-09,20220905T164500Z,Legrand : Total Number of Shares and Voting Rights,finanznachrichten.de,Germany,no,neutral,other
1240,2022-09,20220905T170000Z,"Sustainability Initiatives Promoting Big Data and Analytics Adoption in A / NZ , Spending to Reach USD $8 . 9 Billion by 2026 , Says IDC",pressreleasepoint.com,United States,no,neutral,other
1241,2022-09,20220905T174500Z,These 3  Strong Buy  Crypto Stocks Deserve Attention Right Now,markets.businessinsider.com,United States,no,neutral,other
1242,2022-09,20220905T174500Z,Leak offers early taste of Intel Xeon Emerald Rapids CPUs,techradar.com,United Kingdom,no,neutral,other
1243,2022-09,20220905T230000Z,First Mover Asia : Ethereum Merge Starts to Hit Gaming Chip Prices,ca.finance.yahoo.com,United States,no,neutral,other
1244,2022-09,20220913T001500Z,"Connecticut company promises 1 , 000 new jobs with $200 million expansion",milfordmirror.com,United States,no,neutral,other
1245,2022-09,20220913T030000Z,Indonesia Set to Pass New Data Privacy Law After Spate of Leaks,bnnbloomberg.ca,Canada,no,neutral,other
1246,2022-09,20220913T043000Z,New IBM LinuxONE Servers Help Reduce Energy Consumption as Clients Increasingly Make Sustainability a Business Priority,prnewswire.com,United States,no,neutral,other
1247,2022-09,20220913T044500Z,Twitter Whistleblower To Testify About Social Media Cybersecurity Concerns in Congress,latinpost.com,United States,no,neutral,other
1248,2022-09,20220913T050000Z,IDC : Cloud businesses see a huge opportunity in the SEA market,techwireasia.com,China,no,neutral,other
1249,2022-09,20220913T070000Z,Open Forum : Offering a helping hand to form wildlife - friendly zoning code,winchesterstar.com,United States,no,neutral,other
1250,2022-09,20220913T084500Z,Chip industry volatility a concern,arkansasonline.com,United States,no,neutral,other
1251,2022-09,20220913T090000Z,Process and Control Today | Why and how should organizations adopt a hybrid IT strategy,pandct.com,United Kingdom,no,neutral,other
1252,2022-09,20220913T093000Z,Service Express Acquires Third - Party Data Center Maintenance Provider Sherlock Services,prnewswire.com,United States,yes,positive,investment_buildout
1253,2022-09,20220913T094500Z,Nasdaq Bear Market : 2 Supercharged Growth Stocks Youll Regret Not Buying on the Dip,fool.com,United States,no,neutral,other
1254,2022-09,20220913T094500Z,Global IT Systems Integrator Rahi Further Invests in,globenewswire.com,United States,no,neutral,other
1255,2022-09,20220913T101500Z,Fundraise for Henderson Park second European fund reaches €1 . 4bn | News,realassets.ipe.com,United Kingdom,no,neutral,other
1256,2022-09,20220913T104500Z,2 Growth Stocks to Buy on the Dip | The Motley Fool,fool.com,United States,no,neutral,other
1257,2022-09,20220913T110000Z,"The Global Mask Inspection Equipment Market is expected to grow by $ 319 . 02 mn during 2022 - 2026 , accelerating at a CAGR of 7 . 35 % during the forecast period",finance.yahoo.com,United States,no,neutral,other
1258,2022-09,20220913T110000Z,Twitter whistleblower to tell Congress of company alleged corporate failings | Twitter,theguardian.com,United Kingdom,no,neutral,other
1259,2022-09,20220913T111500Z,IT News Online - VMware Cloud on AWS Expands to Hong Kong,itnewsonline.com,United States,no,neutral,other
1260,2022-09,20220913T113000Z,Spectra7 and Elka Achieve Production Status with JVCKENWOOD in Automotive Application,markets.businessinsider.com,United States,no,neutral,other
1261,2022-09,20220913T113000Z,"Twitter data centre failed due to extreme heat , report",computing.co.uk,United Kingdom,yes,negative,tech_operations
1262,2022-09,20220913T113000Z,"CHELSIO T7 DPU PROMOTES BROAD ETHERNET STORAGE NETWORKING , ENABLING HIGHLY FLEXIBLE , OPEX - OPTIMIZED ENTERPRISE AND CLOUD IMPLEMENTATIONS",prnewswire.com,United States,no,neutral,other
1263,2022-09,20220913T113000Z,Cyxtera Board of Directors Approves REIT Conversion,wallstreet-online.de,Germany,no,neutral,other
1264,2022-09,20220913T120000Z,ManpowerGroup announces 39 percent emissions reduction,wisbusiness.com,United States,no,neutral,other
1265,2022-09,20220913T121500Z,Intel assures us its Arc graphics cards are here to stay,techradar.com,United Kingdom,no,neutral,other
1266,2022-09,20220913T123000Z,OTE Group undertook the digitization of the National Health System of Cyprus,in.gr,Greece,no,neutral,other
1267,2022-09,20220913T124500Z,Data center in Cape Verde to be completed by end of 2022,datacenterdynamics.com,United States,yes,positive,investment_buildout
1268,2022-09,20220913T130000Z,VNET Announces Receipt of Preliminary Non - Binding Proposal to Acquire All of Its Shares and Formation of Special Committee to Review the Proposal,prnewswire.com,United States,yes,neutral,investment_buildout
1269,2022-09,20220913T131500Z,General Motors will use NBCUniversal data platform to target and track ads,adage.com,United States,no,neutral,other
1270,2022-09,20220913T133000Z,"Super Micro Computer , Inc .: Supermicro Adds New 8U Universal GPU Server That Delivers Maximum Performance and Flexibility for Large Scale AI Training , NVIDIA Omniverse , and Metaverse",finanznachrichten.de,Germany,yes,positive,tech_operations
1271,2022-09,20220913T133000Z,"Supermicro Adds New 8U Universal GPU Server That Delivers Maximum Performance and Flexibility for Large Scale AI Training , NVIDIA® Omniverse , and Metaverse",prnewswire.com,United States,yes,positive,tech_operations
1272,2022-09,20220913T133000Z,Nvidia H100  Hopper  Benchmark Results Published,tomshardware.com,United States,no,neutral,other
1273,2022-09,20220913T133000Z,Racial justice group unveils  Black Tech Agenda  as roadmap for Congress,washingtonpost.com,United States,no,neutral,other
1274,2022-09,20220913T134500Z,Oracle opens its newest cloud infrastructure region in Spain,siliconangle.com,United States,yes,positive,investment_buildout
1275,2022-09,20220913T134500Z,"Rackspace Technology , Inc .: Cybersecurity is Leading Business Concern for IT Leaders , Ahead of Inflation , Supply Chain and Talent , According to a Rackspace Technology Research",finanznachrichten.de,Germany,no,neutral,other
1276,2022-09,20220913T134500Z,Newsom goes on air,politico.com,United States,no,neutral,other
1277,2022-09,20220913T141500Z,Wall Street - Backed Crypto Exchange EDX Markets Is Set for November Debut,bnnbloomberg.ca,Canada,no,neutral,other
1278,2022-09,20220913T143000Z,"Culture of consciousness : Unearthing fashion history , labor practices to design a better future · The Badger Herald",badgerherald.com,United States,no,neutral,other
1279,2022-09,20220913T143000Z,OVHcloud rebuilds Strasbourg data center on site of 2021 fire,datacenterdynamics.com,United States,yes,positive,investment_buildout
1280,2022-09,20220913T144500Z,LAUSD Board Set to Consider Emergency Declaration After Cyber Attack,kfiam640.iheart.com,United States,no,neutral,other
1281,2022-09,20220913T144500Z,Enterprise Storage Solution Provider of Choice : The Case Studies,cio.com,United States,no,neutral,other
1282,2022-09,20220913T150000Z,Nutanix announces its participation at Gitex Global 2022,tradearabia.com,United Arab Emirates,no,neutral,other
1283,2022-09,20220913T150000Z,DE - CIX expands to Central and South - Eastern Europe,capacitymedia.com,United States,yes,positive,investment_buildout
1284,2022-09,20220913T151500Z,Where Will Micron Technology Be in 5 Years ? ,fool.com,United States,no,neutral,other
1285,2022-09,20220913T151500Z,IPA Qatar teams up with Microsoft to advance digital transformation,gulf-times.com,Qatar,no,neutral,other
1286,2022-09,20220921T024500Z,Articles by Dennis Fassuliotis,bitcoinmagazine.com,United States,no,neutral,other
1287,2022-09,20220921T024500Z,Nvidia eyeing  AI factories  with H100 GPUs,crn.com.au,Australia,yes,positive,investment_buildout
1288,2022-09,20220921T040000Z,"City plans for lower property tax rate , although tax bills will go up",dentonrc.com,United States,no,neutral,other
1289,2022-09,20220921T040000Z,Southeast Asia eyes on Chinese digital technology to boost recovery,hongkongherald.com,China,no,neutral,other
1290,2022-09,20220921T054500Z,Investegate |Northern Data AG Announcements | Northern Data AG : Northern Data Becomes Preferred Cloud Service Provider in NVIDIA Partner Network,investegate.co.uk,United Kingdom,yes,positive,investment_buildout
1291,2022-09,20220921T060000Z,Rockwell Automation Secures RM150 Million Project from Exyte Group in Malaysia,en.prnasia.com,China,no,neutral,other
1292,2022-09,20220921T061500Z,Here Why You Should Consider Investing in Advanced Micro Devices ( AMD ) ,insidermonkey.com,United States,no,neutral,other
1293,2022-09,20220921T073000Z,Southeast Asia eyes on Chinese digital technology to boost recovery _ Guangming Online,en.gmw.cn,,no,neutral,other
1294,2022-09,20220921T081500Z,Power Over Ethernet Market Is Set To Grow At A CAGR of 16 . 20 % To Reach Valuation Of USD 3 . 2 Billion By 2030 - Report By Market Research Future ( MRFR ) ,finance.yahoo.com,United States,no,neutral,other
1295,2022-09,20220921T083000Z,Samsung Electronics Announces New Environmental Strategy,kachwanya.com,Kenya,no,neutral,other
1296,2022-09,20220921T084500Z,Options to reduce electricity use scarce for large consumers,news.err.ee,Estonia,no,neutral,other
1297,2022-09,20220921T093000Z,Data center migration,datacenterdynamics.com,United States,yes,neutral,tech_operations
1298,2022-09,20220921T094500Z,Morgan Stanley fined another $35 million over data center decommissioning SNAFU,datacenterdynamics.com,United States,yes,negative,tech_operations
1299,2022-09,20220921T100000Z,SAS Analytics Using Direct Memory Access - High - Performance Computing News Analysis,insidehpc.com,United States,no,neutral,other
1300,2022-09,20220921T100000Z,"Construction on hold at Meta data center in Sarpy County , as racist graffiti is once again found",datacenterdynamics.com,United States,yes,negative,other
1301,2022-09,20220921T101500Z,Physical Security Market To Reach USD 192 . 9 Billion By 2030 ... ,menafn.com,Qatar,no,neutral,other
1302,2022-09,20220921T104500Z,"Amazon Announces 71 New Renewable Energy Projects Globally , Including Firsts in Brazil , India , and Poland",ca.news.yahoo.com,United States,yes,positive,energy_grid
1303,2022-09,20220921T111500Z,Opinion | Are There Better Places to Put Large Solar Farms Than These Forests ? ,nytimes.com,United States,no,neutral,other
1304,2022-09,20220921T113000Z,Has AMD Stock Stock Fallen Too Far ? ,menafn.com,Qatar,no,neutral,other
1305,2022-09,20220921T113000Z,"Huawei Asia Pacific ISP Summit : Shaping an All - Optical , Intelligent Internet for 2030",huawei.com,China,no,neutral,other
1306,2022-09,20220921T114500Z,"Upgraded Version of Antbox – Minerbase , the Immersion Cooling Mining Container",itnewsonline.com,United States,yes,positive,tech_operations
1307,2022-09,20220921T114500Z,New Radware Report : Organizations Admit They are Unprepared to Achieve Application Protection Across Multi - Cloud Environments,itnewsonline.com,United States,no,neutral,other
1308,2022-09,20220921T114500Z,Stack shares heat from Oslo data center,datacenterdynamics.com,United States,yes,positive,environment_water
1309,2022-09,20220921T121500Z,"NVIDIA unveils DRIVE Thor ; 2 , 000 Teraflop centralized car computer ; Geely ZEEKR first to adopt",greencarcongress.com,United States,no,neutral,other
1310,2022-09,20220921T130000Z,Adani Ports Secures $3 . 1 Billion Port Project in Eastern India State,bnnbloomberg.ca,Canada,no,neutral,other
1311,2022-09,20220921T130000Z,"Wedmont Private Capital Takes $238 , 000 Position in Keysight Technologies , Inc . ( NYSE : KEYS ) ",etfdailynews.com,United States,no,neutral,other
1312,2022-09,20220921T131500Z,Contract extended for Ionia Public Schools Superintendent Ben Gurk,sentinel-standard.com,United States,no,neutral,other
1313,2022-09,20220921T133000Z,"Adani Ports secures Rs 25 , 000 - cr port project in West Bengal",business-standard.com,India,no,neutral,other
1314,2022-09,20220921T134500Z,Jabil Photonics Announces Availability Of Next - Gen Coherent Optical Products Featuring Nokia Silicon Photonics Optical Engine For Best - In - Class Performance,photonicsonline.com,United States,no,neutral,other
1315,2022-09,20220921T141500Z,Equinix to test hydrogen fuel cell power for data centers in Singapore,datacenterdynamics.com,United States,yes,positive,energy_grid
1316,2022-09,20220921T144500Z,"Gas Infrastructure , Renewable Energy Integration Vital to Accelerating Asia Energy Transition : Black & Veatch",justmeans.com,United States,no,neutral,other
1317,2022-09,20220921T144500Z,Juniper Networks announces additional versatility and flexibility for data centre operations with expansion to apstra software | VanillaPlus,vanillaplus.com,United Kingdom,yes,positive,tech_operations
1318,2022-09,20220921T151500Z,MENA Project Tracker ADSSC tenders Scada and data center contracts ; Dubai investments to start $272m community project,arabnews.com,Saudi Arabia,yes,positive,investment_buildout
1319,2022-09,20220921T151500Z,Communication Platform - as - a - Service ( CPaaS ) Market to observe USD 10 . 19 Bn incremental growth -- North America to have the largest market share,prnewswire.com,United States,no,neutral,other
1320,2022-09,20220921T153000Z,Arm Continues Its Datacenter Drive With Neoverse 2,forbes.com,United States,yes,positive,tech_operations
1321,2022-09,20220921T160000Z,Cockroach Labs debuts serverless edition of its popular CockroachDB database,siliconangle.com,United States,no,neutral,other
1322,2022-09,20220921T160000Z,Lenovo Celebrates 30th Anniversary of ThinkSystem Innovation with Broadest Portfolio Enhancement in Its History,hpcwire.com,United States,no,neutral,other
1323,2022-09,20220921T160000Z,Product Comparison Test : SASE Solutions for Hybrid Work,informationweek.com,United States,no,neutral,other
1324,2022-09,20220921T163000Z,Amazon invests in more clean energy to meet green pledges,theregister.com,,yes,positive,energy_grid
